,Id2,TOT_POP,TOT_H,TOT_WA,TOT_BA,TOT_IA,TOT_AA,TOT_NA,TOT_OTHER,TOT_TOM,TOT_18+,TOT_H_18+,TOT_WA_18+,TOT_BA_18+,TOT_IA_18+,TOT_AA_18+,TOT_NA_18+,TOT_OTHER_18+,TOT_TOM_18+,TOT_HOUS_UNITS,OCC_HOUS_UNITS,VAC_HOUS_UNITS,Number; SEX AND AGE - Total population - Median age (years),Percent; SEX AND AGE - Male population,Number; SEX AND AGE - Male population - Median age (years),Percent; SEX AND AGE - Female population,Number; SEX AND AGE - Female population - Median age (years),Number; HOUSEHOLDS BY TYPE - Total households - Average household size,Number; HOUSEHOLDS BY TYPE - Total households - Average family size [7],Number; HOUSING OCCUPANCY - Total housing units - Homeowner vacancy rate (percent) [8],Number; HOUSING OCCUPANCY - Total housing units - Rental vacancy rate (percent) [9],Percent; HOUSING TENURE - Occupied housing units - Owner-occupied housing units,Number; HOUSING TENURE - Occupied housing units - Owner-occupied housing units - Average household size of owner-occupied units,Percent; HOUSING TENURE - Occupied housing units - Renter-occupied housing units,Number; HOUSING TENURE - Occupied housing units - Renter-occupied housing units - Average household size of renter-occupied units,In labor force; Estimate; Population 16 years and over,Employed; Estimate; Population 16 years and over,Unemployment rate; Estimate; Population 16 years and over,In labor force; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - White,Employed; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - White,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - White,In labor force; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American,Employed; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American,In labor force; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native,Employed; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native,In labor force; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian,Employed; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian,In labor force; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander,Employed; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander,In labor force; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race,Employed; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race,In labor force; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races,Employed; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races,Total; Estimate; Hispanic or Latino origin (of any race)_x,In labor force; Estimate; Hispanic or Latino origin (of any race),Employed; Estimate; Hispanic or Latino origin (of any race),Unemployment rate; Estimate; Hispanic or Latino origin (of any race),Total; Estimate; Households,Median income (dollars); Estimate; Households,Total; Estimate; One race-- - White,Median income (dollars); Estimate; One race-- - White,Total; Estimate; One race-- - Black or African American,Median income (dollars); Estimate; One race-- - Black or African American,Total; Estimate; One race-- - American Indian and Alaska Native,Median income (dollars); Estimate; One race-- - American Indian and Alaska Native,Total; Estimate; One race-- - Asian,Median income (dollars); Estimate; One race-- - Asian,Total; Estimate; One race-- - Native Hawaiian and Other Pacific Islander,Median income (dollars); Estimate; One race-- - Native Hawaiian and Other Pacific Islander,Total; Estimate; One race-- - Some other race,Median income (dollars); Estimate; One race-- - Some other race,Total; Estimate; Two or more races,Median income (dollars); Estimate; Two or more races,Total; Estimate; Hispanic or Latino origin (of any race)_y,Median income (dollars); Estimate; Hispanic or Latino origin (of any race),Total; Estimate; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - Less than high school graduate,Total; Estimate; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - High school graduate (includes equivalency),Total; Estimate; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - Some college or associate's degree,Total; Estimate; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - Bachelor's degree or higher
1377,12057012213,4392,689,2898,586,7,87,2,12,111,3429,488,2381,419,7,66,2,8,58,1793,1700,93,38.4,48.4,37.2,51.6,39.5,2.57,3.03,1.6,6.3,70.2,2.65,29.8,2.37,77.1,73,5.4,75.5,71.5,5.3,85.1,80.7,5.1,-,-,-,0,0,-,-,-,-,40.9,40.9,0,100,93.5,6.5,443,69.3,69.3,0,1681,57304,83.4,60897,11.6,41442,0,-,0,-,0,-,1.3,97115,3.7,72250,13.9,60424,19.9,1.3,1.6,0
1378,12057012301,5998,1159,3951,571,18,192,5,21,81,4698,830,3228,411,12,162,4,10,41,2540,2287,253,40.0,48.6,38.2,51.4,42.1,2.56,3.03,2.5,7.7,69.6,2.56,30.4,2.57,65.2,61.1,6.3,65.2,60.8,6.7,65.5,65.5,0,100,100,0,50,50,0,-,-,-,67.8,67.8,0,71.9,59.6,17.1,1159,60.8,53,12.9,2209,55956,87.9,56030,4.5,19583,0.3,-,1.5,130208,0,-,2.6,58182,3.2,58690,21,47399,7,9.9,11.9,1.8
1379,12057012303,2975,588,2008,250,7,55,1,0,66,2247,410,1593,160,5,42,1,0,36,1289,1166,123,38.8,47.6,36.5,52.4,40.8,2.55,3.09,1.9,11.2,61.8,2.58,38.2,2.51,78,74.3,4.3,80,76.4,4.1,-,-,-,-,-,-,0,0,-,-,-,-,52.2,52.2,0,84.1,77.8,7.5,340,81.8,81.8,0,1138,55735,83.5,62500,0,-,0,-,1.8,-,0,-,5,37448,9.8,34635,11.1,48182,7.8,7.8,4.5,0
1380,12057012304,4775,1318,2491,678,17,140,2,11,118,3435,881,1931,457,11,104,2,7,42,1871,1737,134,34.6,46.7,32.5,53.3,36.2,2.75,3.16,1.8,4.2,66,2.7,34,2.84,65.7,58.6,7.8,62.8,55.4,7.8,74.7,72.1,3.4,100,100,0,75.2,64.4,14.5,0,0,-,100,68.3,31.7,100,0,100,1054,59.6,50.7,12,1675,54047,77,55168,15.5,54432,1.5,37083,3.6,29250,0.3,-,1.7,57813,0.5,-,26.4,58359,13.3,9,9,5.7
1381,12057012401,5189,2441,2583,61,13,37,0,6,48,3678,1436,2135,35,11,27,0,4,30,1767,1588,179,32.6,51.6,32.4,48.4,32.8,3.23,3.62,1.4,13.8,64.4,2.92,35.6,3.8,62.8,59.1,5.9,64.6,60.7,6.1,34.5,34.5,0,-,-,-,-,-,-,-,-,-,45.3,45.3,0,19.1,19.1,0,1387,78.2,74.5,4.7,1597,38955,95.7,39242,0.6,-,0,-,0,-,0,-,0.8,52321,2.9,29236,31.6,35053,26.7,9.9,8.5,0
1382,12057012402,3484,1942,1391,51,9,31,6,9,45,2493,1294,1111,34,7,24,3,3,17,973,876,97,28.6,57.6,27.7,42.4,29.6,3.61,3.78,1.1,8.5,62.1,3.13,37.9,4.39,64.4,62.5,3,60.2,58.6,2.6,0,0,-,78.7,78.7,0,-,-,-,-,-,-,89.1,77.3,13.2,87.6,87.6,0,903,69.2,67.6,2.4,769,30958,86.3,31071,1.2,"2,500-",6.6,29432,0,-,0,-,3.4,24821,2.5,-,40.8,22602,33.4,23.4,13.7,0
1383,12057012403,5507,2045,3130,178,11,61,4,3,75,3800,1234,2349,116,10,43,2,1,45,1840,1648,192,30.6,51.8,29.6,48.2,31.6,3.25,3.54,0.7,16.2,73.8,3.08,26.2,3.75,64,58.5,7.9,63.2,58.4,6.9,52.6,16.7,68.3,-,-,-,100,100,0,-,-,-,61,55.5,9,100,100,0,808,64.1,62.4,2.7,1418,44949,88.2,44821,2.4,31518,0,-,2.7,-,0,-,6.3,34150,0.4,-,23.5,28795,21.1,5.9,1.2,0
1384,12057012501,3951,1159,2546,134,24,35,1,0,52,2977,701,2094,99,19,29,1,0,34,1698,1409,289,37.8,49.7,37.2,50.3,38.6,2.8,3.26,1.9,18.6,78.4,2.72,21.6,3.11,63.3,57.3,9.5,61.2,55.9,8.7,77.4,77.4,0,-,-,-,100,100,0,-,-,-,78.9,39.4,50,58.8,44.7,23.9,1148,64.8,58.2,10.2,1528,49100,89.5,50361,2.7,61553,0,-,2.9,-,0,-,1.8,42917,3.1,34231,23.2,51629,14.4,7.3,1.1,12.8
1385,12057012503,4407,643,3285,258,13,144,0,3,61,3375,386,2665,165,11,110,0,3,35,1951,1792,159,42.1,48,41.2,52,42.9,2.46,2.88,2.1,11.5,62.9,2.45,37.1,2.48,64.9,61.3,5.6,63.9,60.5,5.5,100,100,0,61.9,0,100,-,-,-,-,-,-,-,-,-,46,46,0,423,72.8,71.6,1.6,1820,55111,93.3,57984,6.4,27500,0,-,0,-,0,-,0,-,0.3,-,8.4,51693,0,2.3,0,7.9
1386,12057012504,3024,344,2442,107,1,92,0,1,37,2262,233,1865,79,1,69,0,0,15,1130,1062,68,41.2,49,40.4,51,42.0,2.84,3.13,2.1,2.4,88.8,2.78,11.2,3.25,74.9,72,3.9,74.7,71.4,4.4,100,100,0,-,-,-,63.8,63.8,0,-,-,-,-,-,-,100,100,0,143,100,100,0,1080,67012,90.4,65884,2.2,99808,0,-,4.9,"250,000+",0,-,0,-,2.5,-,9.3,65185,0,2.8,0,7.3
1387,12057012600,5407,1345,2279,1656,12,58,1,7,49,3837,786,1821,1156,11,46,1,1,15,2166,1889,277,32.6,47.3,31.9,52.7,33.5,2.86,3.3,5.6,12.6,57.8,2.83,42.2,2.9,66.8,61.9,7.3,70.6,65.8,6.9,56.6,51.1,9.8,100,100,0,50,50,0,-,-,-,74.7,74.7,0,88.9,75,15.6,713,76.9,74.1,3.6,1739,47609,60.7,54760,31.7,27396,0,-,1.3,49107,0,-,4.5,29095,1.8,168155,13.6,50500,23.9,10.5,6.7,0
1388,12057012701,6291,3205,2409,485,23,69,1,12,87,4329,1988,1901,326,16,47,1,7,43,2241,2015,226,29.9,50.3,29.0,49.7,30.7,3.06,3.57,2.9,10,52.2,3.08,47.8,3.04,62.4,56.5,9.5,63.3,57.8,8.6,75.4,61.8,18,-,-,-,82.2,82.2,0,-,-,-,44,37.3,15.3,47.2,47.2,0,2330,59,51.5,12.7,2034,33500,83,36250,7.2,45625,0,-,1.1,6833,0,-,7.3,21717,1.4,16667,40.7,25392,38.6,25.9,15.4,28.1
1389,12057012702,3374,988,2128,169,13,17,0,9,50,2508,645,1707,109,11,11,0,2,23,1488,1291,197,35.8,48.2,33.3,51.8,37.9,2.61,3.25,3.1,13.7,53.4,2.7,46.6,2.52,62.1,59.3,4.5,61.6,58.6,4.9,83.6,83.6,0,-,-,-,-,-,-,-,-,-,100,100,0,50,50,0,603,57.2,55.9,2.3,1232,41000,95.1,41056,2,40417,0,-,0,-,0,-,0,-,2.8,137813,21.8,45750,24.1,11.4,6.6,0
1390,12057012800,3646,1091,2211,229,27,27,6,1,54,2636,634,1757,161,20,25,4,1,34,1383,1251,132,34.7,48.3,32.0,51.7,36.8,2.91,3.41,2.6,6.9,74.3,2.86,25.7,3.05,63.3,60.7,4.1,61.6,60.2,2.3,67.9,55.4,18.4,0,0,-,-,-,-,-,-,-,80.7,75.7,6.1,91.3,69.6,23.8,816,72.2,68.4,5.3,1304,48293,83.8,49024,4.8,34091,0,-,0,-,0,-,7.7,42813,3.7,65357,23.2,45114,14.2,5.7,1.4,0
1391,12057012900,2942,767,464,1652,5,1,3,1,49,2030,466,343,1192,5,1,1,0,22,1130,961,169,30.4,47.7,28.7,52.3,31.5,3.06,3.52,2.9,12.8,56,2.86,44,3.32,56.5,50.9,9.8,70.6,68.3,3.2,52.1,46.5,10.6,-,-,-,-,-,-,-,-,-,51.1,38,25.6,23.3,23.3,0,665,65.6,59.4,9.4,944,27979,26.9,31786,58.7,25523,0,-,0,-,0,-,10.8,36563,3.6,5865,23.8,32292,31.7,18.1,5.5,0
1392,12057013001,3808,1086,2550,89,6,27,0,5,45,2664,654,1896,70,5,22,0,0,17,1325,1215,110,31.0,49.1,29.4,50.9,32.4,3.0,3.34,1.1,10.3,57.9,2.86,42.1,3.2,64.5,59.6,7.5,64.1,58.9,8.1,71.6,71.6,0,-,-,-,-,-,-,100,100,0,100,100,0,45.3,45.3,0,409,75.8,73.3,3.2,1218,55285,94.5,53264,2.3,77667,0,-,0,-,1.9,-,1,53333,0.3,-,11.7,60189,10.1,3.6,8.3,16.5
1393,12057013002,4374,1555,2393,317,8,57,3,1,40,3079,918,1863,223,6,44,1,1,23,1554,1369,185,31.1,51,30.3,49,32.3,3.19,3.59,5.1,8.4,68.4,3.2,31.6,3.18,71.8,67.1,6.5,73.8,70.7,4.2,88.4,74,16.3,22.6,22.6,0,29.2,29.2,0,-,-,-,63.5,42.3,33.3,0,0,-,1051,73.1,70,4.2,1363,46685,83.6,46812,11.1,30865,0.9,-,3.7,34556,0,-,0.7,-,0,-,19.2,45000,38.2,7,20.2,0
1394,12057013003,3432,1325,1797,205,8,45,0,11,41,2419,816,1406,133,4,32,0,5,23,1170,1069,101,29.5,49.7,28.1,50.3,30.8,3.09,3.4,2.8,8.6,52.6,2.86,47.4,3.35,75.5,66.7,11.6,72.7,63.4,12.7,100,100,0,0,0,-,-,-,-,100,100,0,92.3,85,7.9,100,100,0,714,77.5,67.9,12.3,1049,40450,91.2,40650,2,-,0.2,-,0,-,0,-,5.3,27262,1.2,-,24.1,25510,42.2,3.2,3.2,4.1
1395,12057013004,3984,1337,1612,974,5,25,0,7,24,2785,797,1221,724,5,22,0,4,12,1272,1140,132,32.0,51.4,30.5,48.6,33.8,3.34,3.65,4.1,7.6,75.9,3.09,24.1,4.11,71.1,63.9,9.6,77,70.2,8,58.4,48.7,16.5,-,-,-,-,-,-,-,-,-,64.8,64.8,0,-,-,-,452,74.1,68.4,7.8,1011,55284,64.4,68417,33.6,34167,0,-,0,-,0,-,2,110417,0,-,9.8,71806,12.7,2,16.7,7.3
1396,12057013100,2793,519,2095,129,6,18,0,3,23,2092,329,1629,102,6,13,0,0,13,1004,916,88,38.1,49.3,37.8,50.7,38.3,2.88,3.19,1.5,9.4,73.1,2.72,26.9,3.31,70.7,67.3,4.8,73,69.8,4.3,30.3,21,30.6,100,100,0,50,50,0,-,-,-,0,0,-,100,100,0,599,92.2,88.8,3.6,884,41859,93.2,42051,5.2,30227,0.7,-,0.9,-,0,-,0,-,0,-,12.9,36290,33.5,6.1,0,15
1397,12057013203,3358,612,2313,233,14,119,2,14,51,2470,414,1763,164,9,75,2,7,36,1242,1188,54,40.4,49.6,39.6,50.4,40.9,2.82,3.14,1.3,7,85.4,2.74,14.6,3.3,67.8,65,2.5,64.8,61.6,2.7,76.6,76.6,0,100,100,0,79.5,79.5,0,-,-,-,80.8,71.2,11.9,45.7,45.7,0,350,67.4,59.1,4.6,1153,87063,79.3,81293,8.5,34250,0.3,-,7.5,101389,0,-,2.5,43875,1.9,143281,13.3,65660,8.1,0,2.5,5.6
1398,12057013204,2946,409,2320,106,6,69,0,2,34,2487,291,2020,83,6,61,0,2,24,1594,1415,179,50.5,45,47.3,55,53.4,2.08,2.68,6.2,10.9,75.9,2.05,24.1,2.17,48.5,45.1,7.1,43.8,39.7,9.2,63.1,63.1,0,-,-,-,100,100,0,-,-,-,100,100,0,58.9,58.9,0,326,52.8,52.8,0,1378,44025,88.2,41758,4.1,68583,0,-,3.4,80150,0,-,1.6,-,2.6,16731,9.9,33011,0,4,7.2,9.7
1399,12057013205,8030,1457,5227,841,16,320,4,28,137,5867,977,3968,599,11,231,3,19,59,2825,2683,142,38.3,48.3,37.8,51.7,38.7,2.99,3.24,2.1,6.9,88.4,2.91,11.6,3.64,73.5,68.4,5.6,74.3,69,5.8,66.3,61,6.4,44.8,44.8,0,68.1,68.1,0,-,-,-,100,100,0,86.3,86.3,0,1055,83.5,76.6,7,2627,79692,85.4,83738,8.9,38646,0.5,-,1.8,67125,0,-,0.5,-,2.9,54018,15.6,83487,3.5,2.8,1.8,2.5
1400,12057013206,5818,825,4028,520,10,305,0,26,104,4282,547,3070,382,6,221,0,11,45,2042,1939,103,41.1,49.1,40.9,50.9,41.3,3.0,3.2,1.3,7.9,91.7,2.96,8.3,3.4,68.7,64.6,4.5,70.5,66.4,4.5,59.5,55.8,0,-,-,-,54.5,41.4,24.1,-,-,-,100,100,0,32.9,32.9,0,505,76,74.7,0,1960,84480,88.1,86149,7.9,81350,0,-,2.1,61538,0,-,0.5,-,1.4,165089,14.3,61979,0,3.5,1.5,4.3
1401,12057013207,3935,553,3060,161,8,75,2,9,67,2822,348,2241,129,7,57,1,5,34,1528,1307,221,39.1,50.2,39.3,49.8,38.9,2.95,3.3,1.6,15,80,2.95,20,2.98,70.2,66,6,70.1,66.1,5.7,76.4,71.3,6.8,-,-,-,60.2,51.6,14.4,-,-,-,100,100,0,73,73,0,330,47.3,27.9,41,1204,64828,86,61771,6.8,82941,0,-,5,59583,0,-,0,-,2.2,126985,8.8,13250,29.2,14.2,8.6,0
1402,12057013208,4939,381,4182,134,4,135,2,11,90,3698,258,3179,104,3,99,2,7,46,1801,1727,74,44.8,49.1,44.9,50.9,44.8,2.86,3.07,1.5,7.8,91.9,2.83,8.1,3.18,67.7,65.4,2.8,69.4,66.7,3.2,59.8,59.8,0,0,0,-,49.3,49.3,0,-,-,-,30.3,30.3,0,81.6,81.6,0,211,59.2,59.2,0,1645,114274,88.4,115795,2.2,113992,0.3,-,4,64896,0,-,0.6,-,4.4,135052,5.4,80375,0,6.5,1.2,0
1403,12057013305,4436,513,3456,278,2,113,1,6,67,3348,341,2677,200,2,85,1,5,37,1608,1545,63,43.0,48.4,42.7,51.6,43.4,2.85,3.09,1.3,5.1,91.7,2.83,8.3,3.06,68.1,64.7,4,67.7,64.1,4,72.8,72.8,0,0,0,-,61.9,54.4,12.1,-,-,-,100,100,0,-,-,-,212,77.8,65.1,8,1416,89143,90,88214,4.4,86932,0,-,4.5,100833,0,-,1.1,-,0,-,4.7,79000,5.3,0,2,0
1404,12057013307,3888,1018,1882,779,8,94,2,9,96,3030,692,1628,571,8,79,2,8,42,1737,1591,146,32.2,45.8,30.4,54.2,34.3,2.31,2.85,1.1,7.4,26.8,2.28,73.2,2.32,77.8,71.5,8.2,75.7,69.1,8.7,85.9,83.1,3.2,-,-,-,24.4,24.4,0,-,-,-,76.9,76.9,0,100,63.4,36.6,468,81.2,67.9,16.3,1566,41364,71.1,45614,24.8,36692,0,-,1.2,40125,0,-,0.3,-,2.6,40119,19.7,36250,13.5,13.7,5.6,1.4
1405,12057013310,2748,576,1560,447,2,79,2,4,78,2145,424,1261,351,2,64,2,3,38,1136,1090,46,38.6,47.9,37.3,52.1,39.7,2.52,2.99,3.1,3.2,63.7,2.68,36.3,2.24,86.5,81.6,3.7,86.1,80.1,4.6,88,88,0,-,-,-,0,0,-,-,-,-,100,100,0,100,100,0,515,92.4,86.8,6.1,1038,87667,78.1,88250,15.3,75069,0,-,0.9,-,0,-,3,98523,2.7,240658,20.3,100972,16.7,0,7.9,0
1406,12057013311,2821,579,1877,234,15,60,0,3,53,2242,392,1579,176,13,48,0,3,31,1413,1244,169,38.4,48.3,35.2,51.7,40.6,2.26,2.81,2.9,14.6,51,2.4,49,2.11,73.2,68.9,5.8,73.2,68.4,6.6,100,100,0,-,-,-,71.4,71.4,0,-,-,-,100,100,0,49.6,49.6,0,186,93.5,93.5,0,1205,54740,85.4,62061,6.4,20893,0,-,2,56765,0,-,1.5,55000,4.7,19375,9.7,49176,10.3,2.3,9.9,1.4
1407,12057013312,4363,1019,2455,456,20,260,6,18,129,3187,689,1877,337,12,187,6,16,63,1668,1516,152,38.6,48.1,37.3,51.9,39.6,2.87,3.27,2.6,7,82.5,2.79,17.5,3.29,71.7,68.6,3.1,71.3,68.4,2.2,74.7,69.7,6.8,100,100,0,38.7,38.7,0,-,-,-,85.9,78,9.1,82.9,82.9,0,732,74.7,72.7,2.7,1491,65236,78.1,67621,13.5,61000,0,-,2.3,61458,0,-,4,83472,2.1,68750,19.3,49888,5.7,3.7,3,5.6
1408,12057013313,4750,755,3360,378,15,140,0,1,101,3680,537,2694,276,12,111,0,0,50,1797,1713,84,43.4,49.2,42.2,50.8,44.4,2.77,3.1,1.6,3.5,88.8,2.71,11.2,3.24,63,57.4,7.7,63.3,57.6,7.5,48.4,44,9.1,-,-,-,57,57,0,-,-,-,87,87,0,72.6,58.4,19.6,727,70.2,65.3,6.9,1750,73194,84.2,75227,7.5,45526,0,-,2.2,92115,0,-,2.5,49353,3.6,76150,13.5,49650,16.1,12,19,2.5
1409,12057013314,2799,503,1899,300,8,34,2,1,52,2092,329,1497,201,6,28,2,1,28,1084,1009,75,39.9,47.8,39.1,52.2,40.8,2.77,3.06,1.9,5.2,80,2.7,20,3.07,71.9,67.9,5.6,72.2,67.8,6.1,63.8,63.8,0,-,-,-,100,100,0,-,-,-,47.1,47.1,0,100,100,0,345,65.2,65.2,0,1025,65354,89.5,65518,3.2,13750,0,-,0.3,"250,000+",0,-,1.9,190125,5.2,65104,11.9,70313,29.5,0,4.4,5.5
1410,12057013315,3185,567,1787,538,11,184,5,11,82,2711,446,1598,438,11,161,3,7,47,1983,1687,296,28.9,48.9,29.6,51.1,28.2,1.89,2.61,4.8,9.9,12.9,2.02,87.1,1.87,87.8,79.7,6.7,90.4,81.4,8.4,83.9,83.9,0,100,50,50,100,100,0,-,-,-,79.1,62.8,0,-,-,-,332,86.4,70.2,8.6,965,52307,66.7,51513,25.9,62656,0,-,0.8,-,0,-,6.5,58920,0,-,18.7,58182,19,8.5,0,6.9
1411,12057013316,2493,929,795,605,4,84,0,8,68,1815,634,662,410,4,74,0,3,28,1215,1049,166,26.4,49.3,26.6,50.7,26.2,2.38,3.01,(X),13.3,0,0.0,100,2.38,83.4,78.4,3.6,78.4,75.9,3.1,94.9,85.8,4.8,-,-,-,100,100,0,-,-,-,73.9,64.8,0,35.3,35.3,0,523,76.5,70.4,6.1,1053,36857,57.8,38798,34.5,34688,0,-,0.9,-,0,-,5.7,38750,1.1,"2,500-",26.6,36944,16.6,15.4,8.3,4.9
1412,12057013317,2001,407,1136,333,6,62,1,2,54,1680,305,1015,265,6,54,1,2,32,1169,1076,93,29.1,45.2,29.5,54.8,28.9,1.86,2.52,0,7,0.5,3.0,99.5,1.85,86.5,84.8,1.9,87.3,85.4,2.2,75.6,75.6,0,100,100,0,-,-,-,-,-,-,100,100,0,-,-,-,98,78.6,78.6,0,780,51071,85.6,49929,12.2,60208,2.2,-,0,-,0,-,0,-,0,-,7.3,15852,14.6,10.8,0,0
1413,12057013318,3161,705,1442,599,14,285,3,13,100,2529,525,1256,447,9,225,3,10,54,1653,1543,110,29.2,47.2,29.7,52.8,28.6,2.05,2.79,6.1,5.2,6,2.31,94,2.03,84.7,72.6,11,85.7,70.7,14.4,87.1,80.7,0,-,-,-,75.8,73.9,2.5,-,-,-,100,92.3,0,81.3,81.3,0,412,93.2,80.8,7.2,1712,51709,77.5,50602,12.6,55439,0,-,9.6,63558,0,-,0.1,-,0.3,-,16.8,58250,0,1.6,4.2,0
1414,12057013319,4640,884,2699,746,4,198,3,7,99,3805,673,2350,549,4,163,3,7,56,2620,2278,342,31.5,45.6,31.7,54.4,31.3,2.04,2.68,4.5,15.1,54.7,2.05,45.3,2.02,81.8,76.4,4.6,90.6,84.8,6.4,70.3,67.9,0,-,-,-,52,52,0,-,-,-,80.3,80.3,0,71.4,42.1,0,910,84.3,80,0,1758,56281,62.5,57500,23.1,40548,0,-,7.8,103986,0,-,1.9,66023,4.8,61667,21.3,74572,11.5,12.6,5.4,3.1
1415,12057013320,3894,778,2157,666,23,163,2,18,87,3051,568,1763,511,18,132,2,11,46,1802,1688,114,31.6,47.4,31.6,52.6,31.7,2.31,2.94,2.6,6.1,34.8,2.73,65.2,2.08,75.8,71.2,6,79.8,75.4,5.5,65.8,61,7.3,50,0,100,65,58.3,10.4,100,100,0,87.3,87.3,0,100,100,0,505,67.5,60.2,10.9,1539,54936,55.9,53264,28.8,57778,0.8,48750,6.6,62303,2.7,-,3.4,40884,1.7,28750,16.7,41607,5.8,9.1,5.7,1.8
1416,12057013321,6975,1750,3329,1394,20,265,4,22,191,5221,1199,2712,971,17,216,2,18,86,2867,2645,222,34.9,47.1,32.9,52.9,36.6,2.61,3.14,3.5,8.6,63.7,2.74,36.3,2.38,61.3,57.4,6.2,60.2,56.8,5.2,68,61.3,9.8,0,0,-,47.1,43.2,8.2,-,-,-,51.4,51.4,0,91.1,91.1,0,1443,47.5,45.2,3.7,2678,50131,72.2,50970,23.2,43155,0.8,"2,500-",1.7,66875,0,-,2.1,29896,0.1,-,17.6,41389,48.5,6.4,8.8,7.8
1417,12057013322,7109,1886,3770,1009,14,233,5,22,170,5292,1264,3019,716,13,169,3,15,93,3142,2871,271,33.3,46.8,32.6,53.2,34.0,2.48,2.99,2.4,10,48.9,2.56,51.1,2.39,73.8,70.2,4.4,70.7,66,5.9,84.8,84.8,0,0,0,-,100,100,0,-,-,-,81,81,0,87.5,87.5,0,1264,59.3,52.8,10.9,2686,43879,78.3,41992,16.1,67847,0.4,-,1.3,33250,0,-,2.1,35464,1.8,34464,24.9,32972,2.9,8.3,15.6,7
1418,12057013406,1241,211,895,76,11,10,5,0,33,970,144,738,51,7,10,1,0,19,560,504,56,41.3,47.1,39.9,52.9,42.5,2.46,3.12,3.2,10.6,65.7,2.53,34.3,2.33,65.7,65.7,0,61.9,61.9,0,0,0,-,-,-,-,100,100,0,-,-,-,-,-,-,100,100,0,25,100,100,0,365,42446,91.5,40761,1.4,-,0,-,1.4,-,0,-,0,-,5.8,-,0,-,33.9,17.4,0,0
1419,12057013407,6749,833,4960,597,30,153,4,31,141,5091,560,3883,413,20,115,4,20,76,2491,2355,136,41.2,49.1,41.1,50.9,41.4,2.87,3.17,1.6,4.3,83.2,2.9,16.8,2.72,72.5,66.3,7.9,70.7,64.7,8,86.7,79.5,4.6,-,-,-,81.9,81.9,0,-,-,-,100,48,52,72.6,72.6,0,582,69.8,63.2,9.4,2213,75313,88.9,76418,7.7,72955,0,-,0,-,0,-,0.5,-,2.9,72778,9.3,57566,26.8,16.4,4.5,3.6
1420,12057013409,4697,545,3532,375,12,114,10,7,102,3344,364,2572,260,7,86,4,5,46,1665,1588,77,38.3,49.3,36.8,50.7,38.9,2.96,3.2,1.1,7.8,85.1,2.88,14.9,3.38,70,61.6,10.1,72.1,65.2,7.7,49.8,37.4,25,-,-,-,26.7,26.7,0,-,-,-,0,0,-,86.6,44.5,42.4,232,80.2,75.4,0,1558,80873,86.6,80357,6.4,99609,0,-,1.2,-,0,-,0.7,"250,000+",5.1,22409,6.5,61136,8.8,11.9,3.7,0.9
