,Id2,TOT_POP,TOT_H,TOT_WA,TOT_BA,TOT_IA,TOT_AA,TOT_NA,TOT_OTHER,TOT_TOM,TOT_18+,TOT_H_18+,TOT_WA_18+,TOT_BA_18+,TOT_IA_18+,TOT_AA_18+,TOT_NA_18+,TOT_OTHER_18+,TOT_TOM_18+,TOT_HOUS_UNITS,OCC_HOUS_UNITS,VAC_HOUS_UNITS,Number; SEX AND AGE - Total population - Median age (years),Percent; SEX AND AGE - Male population,Number; SEX AND AGE - Male population - Median age (years),Percent; SEX AND AGE - Female population,Number; SEX AND AGE - Female population - Median age (years),Number; HOUSEHOLDS BY TYPE - Total households - Average household size,Number; HOUSEHOLDS BY TYPE - Total households - Average family size [7],Number; HOUSING OCCUPANCY - Total housing units - Homeowner vacancy rate (percent) [8],Number; HOUSING OCCUPANCY - Total housing units - Rental vacancy rate (percent) [9],Percent; HOUSING TENURE - Occupied housing units - Owner-occupied housing units,Number; HOUSING TENURE - Occupied housing units - Owner-occupied housing units - Average household size of owner-occupied units,Percent; HOUSING TENURE - Occupied housing units - Renter-occupied housing units,Number; HOUSING TENURE - Occupied housing units - Renter-occupied housing units - Average household size of renter-occupied units,In labor force; Estimate; Population 16 years and over,Employed; Estimate; Population 16 years and over,Unemployment rate; Estimate; Population 16 years and over,In labor force; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - White,Employed; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - White,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - White,In labor force; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American,Employed; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American,In labor force; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native,Employed; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native,In labor force; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian,Employed; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian,In labor force; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander,Employed; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander,In labor force; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race,Employed; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race,In labor force; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races,Employed; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races,Total; Estimate; Hispanic or Latino origin (of any race)_x,In labor force; Estimate; Hispanic or Latino origin (of any race),Employed; Estimate; Hispanic or Latino origin (of any race),Unemployment rate; Estimate; Hispanic or Latino origin (of any race),Total; Estimate; Households,Median income (dollars); Estimate; Households,Total; Estimate; One race-- - White,Median income (dollars); Estimate; One race-- - White,Total; Estimate; One race-- - Black or African American,Median income (dollars); Estimate; One race-- - Black or African American,Total; Estimate; One race-- - American Indian and Alaska Native,Median income (dollars); Estimate; One race-- - American Indian and Alaska Native,Total; Estimate; One race-- - Asian,Median income (dollars); Estimate; One race-- - Asian,Total; Estimate; One race-- - Native Hawaiian and Other Pacific Islander,Median income (dollars); Estimate; One race-- - Native Hawaiian and Other Pacific Islander,Total; Estimate; One race-- - Some other race,Median income (dollars); Estimate; One race-- - Some other race,Total; Estimate; Two or more races,Median income (dollars); Estimate; Two or more races,Total; Estimate; Hispanic or Latino origin (of any race)_y,Median income (dollars); Estimate; Hispanic or Latino origin (of any race),Total; Estimate; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - Less than high school graduate,Total; Estimate; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - High school graduate (includes equivalency),Total; Estimate; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - Some college or associate's degree,Total; Estimate; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - Bachelor's degree or higher
3745,12105015302,2868,509,2281,19,7,8,1,3,40,2133,336,1745,13,6,8,1,2,22,1171,975,196,39.1,52.3,38.9,47.7,39.3,2.94,3.23,4.9,4.9,78.5,2.85,21.5,3.29,55.7,51,8.4,56.3,51.4,8.7,-,-,-,-,-,-,-,-,-,-,-,-,43.2,43.2,0,-,-,-,185,64.3,63.8,0.8,737,44291,95.7,45417,0,-,0,-,0,-,0,-,4.3,33000,0,-,8,33813,27.3,10,5.5,17.9
3746,12105015401,2526,283,1485,704,7,10,3,4,30,1878,156,1175,511,7,10,3,3,13,1125,943,182,38.4,48.1,36.5,51.9,40.6,2.68,3.15,2.4,12.1,77,2.49,23,3.32,60.1,55.1,8.4,52.8,48.6,7.9,74.6,67.2,9.9,-,-,-,96.9,96.9,0,-,-,-,71.4,71.4,0,-,-,-,170,68.8,45.3,34.2,869,41234,68.4,42063,30.1,36491,0,-,1.3,26375,0,-,0.2,-,0,-,7.1,93286,16.4,8.8,3.8,1.8
3747,12105015402,3198,320,2483,299,13,37,3,4,39,2538,222,2010,236,9,33,3,3,22,1356,1099,257,38.1,51.5,37.4,48.5,38.7,2.64,3.07,3.7,19,79,2.63,21,2.69,66.8,58.8,11.9,72.3,64.7,10.5,43,32.6,24.2,0,0,-,-,-,-,100,100,0,40.7,31.7,22,100,100,0,208,56.3,51,9.4,996,41458,90.8,45714,5.6,26250,1.1,-,0,-,0.5,"250,000+",2,"2,500-",0,-,7.7,22375,20.5,10.9,10.9,14.4
3748,12105015404,967,29,918,2,4,3,0,5,6,859,24,817,2,3,3,0,5,5,773,446,327,60.1,50.5,60.2,49.5,60.0,2.17,2.48,2.8,17.3,86.1,2.17,13.9,2.18,45,40.6,9.7,45,40.6,9.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,100,100,0,424,39531,100,39531,0,-,0,-,0,-,0,-,0,-,0,-,0.7,-,0,0,7.8,8.6
3749,12105015405,2662,412,1990,199,7,17,0,7,30,2074,267,1626,149,6,9,0,6,11,1136,948,188,36.6,48,35.5,52,37.5,2.57,3.03,5.2,12.7,77.8,2.47,22.2,2.9,42.8,40.9,4.2,41.5,40,3.7,84.3,84.3,0,-,-,-,-,-,-,-,-,-,38.6,38.6,0,67.9,35.7,47.4,191,41.4,36.6,11.4,1037,33590,93,33457,1.9,77917,0,-,0,-,0,-,4.2,26667,0.9,-,5.1,42604,41.7,14.4,7,0
3750,12105015500,4101,1114,2067,814,16,22,1,8,59,3003,723,1712,511,13,16,1,1,26,1865,1568,297,34.4,47.5,32.0,52.5,36.6,2.53,3.23,6.2,15.8,43.7,2.55,56.3,2.52,50.3,46.2,8.1,48.4,44,9.1,60.8,56.7,6.8,0,0,-,0,0,-,-,-,-,62.7,62.7,0,0,0,-,569,53.8,53.6,0.3,1519,21882,75.3,28889,19.2,9956,0,-,0.3,-,0,-,5.1,25278,0,-,19.7,15886,33.1,35.8,22.1,19.6
3751,12105015600,2786,306,2313,66,6,62,0,0,33,2564,265,2160,56,6,48,0,0,29,2456,1439,1017,64.0,49.5,64.1,50.5,63.9,1.94,2.38,8.8,9.8,67,2.05,33,1.7,47.9,43.2,9.8,50.1,45.1,9.9,0,0,-,-,-,-,55,55,0,-,-,-,0,0,-,0,0,-,126,59.5,59.5,0,1100,33024,94.4,33831,0,-,0,-,1,-,0,-,3.2,-,1.5,-,7.8,21929,0,7.6,6.8,0
3752,12105015701,2291,362,1507,375,11,5,0,0,31,1718,242,1206,242,11,5,0,0,12,1159,895,264,40.0,49.1,36.8,50.9,42.9,2.55,3.14,2.6,15.7,66,2.48,34,2.69,59.9,57.2,4.4,49.2,49.2,0,73.3,56.5,22.9,-,-,-,100,100,0,-,-,-,100,100,0,0,0,-,309,94.8,94.8,0,962,42724,74.1,44647,17.2,20174,0,-,0,-,0,-,8.7,-,0,-,14.7,42902,18.1,0,10.9,23.4
3753,12105015702,4188,697,2773,682,11,11,0,0,14,3579,536,2392,620,9,9,0,0,13,1697,1084,613,40.4,69.6,38.4,30.4,48.2,2.47,2.89,3.5,17.4,76.3,2.33,23.7,2.89,36.1,32.7,9.4,41.8,38.1,9,8.8,8.8,0,0,0,-,0,0,-,-,-,-,52.5,42.4,19.2,0,0,-,700,62.3,57.3,8,1354,40852,91.7,42244,2.4,170500,0,-,0,-,0,-,6,11078,0,-,14.8,18365,33.3,8.2,11.6,0
3754,12105015801,2158,385,1654,91,10,0,1,0,17,1851,235,1545,58,8,0,1,0,4,1553,994,559,63.4,48.6,63.3,51.4,63.4,2.17,2.51,6,20.6,89.3,2.09,10.7,2.84,23.6,20,15.1,24.2,20.6,15.1,0,0,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,99,38.4,38.4,0,1152,33210,95.9,33380,1.2,-,2.9,37708,0,-,0,-,0,-,0,-,3.3,18750,11.9,4,8.5,3.4
3755,12105015802,3896,1591,1702,543,3,13,2,1,41,3051,1037,1450,516,3,13,2,1,29,904,732,172,29.8,69,29.9,31,29.7,3.45,3.84,1.1,6.9,74.3,3.31,25.7,3.82,29.8,23.9,19.9,36.7,30.1,18.1,0,0,-,0,0,-,0,0,-,-,-,-,71,0,100,-,-,-,1217,43,35.7,17,786,33750,93.9,33750,3.1,-,1.7,-,0,-,0,-,1.4,"2,500-",0,-,45,23462,28.5,23.5,30.8,59.7
3756,12105015900,2476,831,1502,115,6,10,0,0,12,1818,553,1155,88,5,9,0,0,8,863,786,77,33.9,53.1,32.0,46.9,36.3,3.06,3.4,2.8,8.7,76.2,3.0,23.8,3.24,60.4,57.6,4.6,60.8,59.3,2.5,57.6,46.3,19.5,-,-,-,-,-,-,-,-,-,61.1,61.1,0,-,-,-,410,62.7,62.7,0,705,42431,76.2,41514,17.9,43100,0,-,0,-,0,-,6,-,0,-,22.1,37083,23.4,23,0,0
3757,12105016001,2288,460,1630,160,2,7,0,7,22,1694,283,1292,100,2,6,0,7,4,933,827,106,37.8,49.6,36.3,50.4,39.1,2.77,3.15,1.3,11.1,73.3,2.66,26.7,3.07,52,42.6,18,49.9,39.4,21.1,67.9,67.9,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,209,39.2,32.5,17.1,781,61080,87.1,61818,12.9,16146,0,-,0,-,0,-,0,-,0,-,9.3,67774,13.1,3.4,6.6,0
3758,12105016002,1770,489,542,691,6,10,0,9,23,1261,298,422,516,4,8,0,4,9,660,569,91,34.0,48.8,32.8,51.2,34.8,3.11,3.48,2.2,15.1,70.7,3.04,29.3,3.29,69.2,61.8,10.6,70.5,61.2,13.2,69.3,63.5,8.3,66,66,0,-,-,-,-,-,-,55.7,55.7,0,-,-,-,529,76.9,63.5,17.4,571,27275,55.2,26908,38.7,30059,2.6,-,0,-,0,-,3.5,20227,0,-,28.2,23505,64.7,21.6,17.5,0
3759,12105016003,2551,939,1413,164,11,2,0,4,18,1879,552,1196,108,8,2,0,2,11,1197,940,257,37.9,50,36.6,50,39.4,2.71,3.22,4.4,10.5,73.8,2.46,26.2,3.44,55.1,47.8,13.2,52.7,47,10.8,80.4,15.2,81.1,100,100,0,-,-,-,100,100,0,65.4,51.2,21.7,50,50,0,648,53.7,50.2,6.6,1096,40816,85.5,46375,3.6,40875,0.7,-,0,-,2.1,-,7,22917,1.1,-,21.4,17125,27.5,10.5,8.1,0
3760,12105016100,1258,69,757,404,7,4,0,1,16,965,50,561,337,7,3,0,0,7,525,467,58,42.3,51.1,36.1,48.9,45.6,2.65,3.12,1.1,7.6,79.2,2.58,20.8,2.93,55.1,53.2,3.5,53.5,51,4.8,63.8,63.8,0,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,9,0,0,-,352,38462,73.3,50625,26.7,28026,0,-,0,-,0,-,0,-,0,-,0,-,29,0,0,0
3761,12105016400,2171,330,812,962,13,2,0,0,52,1737,219,743,730,12,2,0,0,31,1094,807,287,39.8,54.6,41.5,45.4,37.2,2.12,3.41,3.4,24.8,14,3.06,86,1.97,54.2,44.4,18,44.6,32.4,27.5,67.1,62.7,6.6,-,-,-,-,-,-,-,-,-,0,0,-,38.6,0,100,218,35.8,24.8,30.8,920,19649,48.8,12118,46.5,22905,0,-,0,-,0,-,0,-,4.7,85260,7.3,9083,39,42.5,37.7,15.4
3762,12105980000,3,0,0,3,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,1,0,46.5,33.3,10.5,66.7,67.0,3.0,3.0,0,(X),100,3.0,0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3763,12107950100,4176,141,3892,54,20,26,3,3,37,3240,102,3034,38,18,23,3,1,21,1946,1623,323,42.7,50.6,42.3,49.4,43.2,2.57,2.96,4.1,8.9,85.6,2.55,14.4,2.73,53.9,48.7,9,53.8,49.3,7.8,62.2,34.7,44.3,32.1,32.1,0,-,-,-,-,-,-,-,-,-,-,-,-,20,45,45,0,1636,42545,96,42790,2.3,34934,1.7,36842,0,-,0,-,0,-,0,-,0.7,-,10.4,12.5,2,0
3764,12107950201,5835,417,5075,199,26,14,1,8,95,4587,258,4066,159,23,14,1,6,60,3048,2425,623,45.3,49.6,43.5,50.4,47.0,2.4,2.89,3,9.5,78.7,2.33,21.3,2.67,45.6,39.5,13.3,45.7,39.5,13.4,61.8,53.5,13.5,0,0,-,42.5,42.5,0,-,-,-,0,0,-,0,0,-,246,34.1,24.8,27.4,2344,35597,93.9,35309,4.8,65529,0,-,0,-,0,-,0.6,-,0.7,-,3.4,9189,42.1,14.7,16.3,22.5
3765,12107950202,3599,155,3315,43,21,12,0,1,52,2733,109,2544,18,16,11,0,1,34,1616,1354,262,41.7,50.7,41.6,49.3,41.9,2.66,3.04,1.9,5.9,87.1,2.67,12.9,2.59,59.4,53.7,9.5,60.4,54.7,9.5,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,1111,49063,96.7,49833,0,-,3.3,-,0,-,0,-,0,-,0,-,0,-,13.3,10.6,12.3,26
3766,12107950300,6618,671,5051,686,43,26,3,10,128,5240,454,4106,544,33,24,2,3,74,3437,2708,729,45.5,49.5,43.7,50.5,46.8,2.44,2.96,4,10,79.3,2.39,20.7,2.64,50.9,42.3,17,54.5,44.7,18,29.8,25.4,14.7,-,-,-,96.2,96.2,0,-,-,-,28.2,25.3,10.2,0,0,-,455,45.5,31.4,30.9,2740,36471,88.3,38104,9.3,16897,0,-,0.1,-,0,-,1.8,34583,0.4,-,6.5,23580,15.6,27,12.2,22.3
3767,12107950400,2912,75,2291,473,13,12,1,4,43,2377,51,1928,349,10,10,1,4,24,1721,1229,492,49.2,49.7,48.6,50.3,49.6,2.37,2.81,3.6,13.9,83.7,2.34,16.3,2.54,55.4,51.9,6.3,53.5,51.1,4.5,72.8,63.4,12.9,-,-,-,-,-,-,-,-,-,100,100,0,28.6,0,100,45,100,44.4,55.6,1134,35565,83.2,39181,13.7,16694,0,-,0,-,0,-,0,-,3.1,28558,2.2,-,12.7,11.7,8.1,4.6
3768,12107950500,6576,686,5421,305,23,28,6,7,100,5052,465,4288,205,17,18,5,2,52,3088,2510,578,41.7,50.5,40.8,49.5,42.4,2.59,3.01,3.3,12.3,82.4,2.53,17.6,2.88,58.3,52.6,9.7,57.2,52,9.1,77,64.5,16.2,100,100,0,-,-,-,-,-,-,-,-,-,0,0,-,462,74,74,0,2457,40482,95,41000,4.5,34591,0.2,-,0,-,0,-,0,-,0.3,22500,9.3,19973,27.9,7.4,4.8,5.4
3769,12107950600,6158,263,4308,1395,18,92,0,2,80,4712,163,3531,890,16,76,0,2,34,2565,2344,221,38.0,48.5,34.5,51.5,40.8,2.42,2.95,2.7,8.9,57.5,2.54,42.5,2.25,50.5,46.4,8.1,50.1,45.8,8.7,48.1,45.2,6,0,0,-,100,100,0,-,-,-,-,-,-,100,100,0,47,38.3,0,100,2517,38818,79.1,46083,19.6,15536,0,-,1.3,-,0,-,0,-,0,-,0.7,-,46.9,27.4,16.5,6.5
3770,12107950700,4031,198,1664,2081,7,8,3,18,52,2864,117,1386,1324,7,5,1,6,18,1710,1487,223,35.1,45.1,33.2,54.9,37.0,2.64,3.19,1.4,13.1,60.7,2.42,39.3,2.99,55.9,47.2,14.6,56.9,49.9,12.2,55.5,46.3,16.7,100,0,-,0,0,-,-,-,-,0,0,-,-,-,-,74,62.2,62.2,0,1572,27774,48.1,31034,50,14331,1.1,-,0.8,-,0,-,0,-,0,-,2.9,11797,34.7,20.7,23.7,3.2
3771,12107950800,3107,110,912,2038,7,12,0,0,28,2178,69,735,1351,6,9,0,0,8,1401,1119,282,35.2,46.3,34.5,53.7,35.6,2.7,3.31,5.7,20,55.3,2.46,44.7,2.99,59.5,48.3,18.9,54.5,49.7,8.8,63.2,47.5,24.9,-,-,-,43.9,43.9,0,-,-,-,-,-,-,100,57.1,42.9,74,100,100,0,1088,24917,44.5,45682,54.2,21477,0,-,1.3,-,0,-,0,-,0,-,6.5,9899,35.4,34.8,18,14.2
3772,12107950900,6314,241,4206,1742,17,23,3,7,75,4681,150,3344,1122,16,13,2,1,33,2741,2484,257,38.2,47.5,36.9,52.5,39.8,2.53,3.07,2.7,9.5,66.2,2.52,33.8,2.56,57.5,49.6,12.8,53.5,46.3,12,68.5,59,13.9,37,37,0,100,100,0,-,-,-,100,0,100,53.2,53.2,0,184,75.5,45.7,20.8,2526,35677,69.4,41477,28,25053,1.1,9485,0,-,0,-,0.6,-,1,94732,3.6,55179,24.4,12.2,25,6.5
3773,12107951000,4067,252,2797,925,15,26,1,6,45,3358,199,2344,751,13,22,0,1,28,1760,1465,295,44.2,55.9,39.9,44.1,48.6,2.43,2.85,3,20.5,82,2.37,18,2.74,51.4,46.6,9.2,51.7,48,7.1,49.4,40.3,18.4,-,-,-,100,100,0,-,-,-,-,-,-,-,-,-,117,84.6,55.6,34.3,1490,50606,88,52216,12,23385,0,-,0,-,0,-,0,-,0,-,2.1,-,26.2,13.8,13.2,7.6
3774,12107951100,4587,179,3898,423,9,18,0,2,58,3734,111,3255,318,9,15,0,0,26,2590,1970,620,48.8,51.1,48.3,48.9,49.3,2.33,2.76,5.6,18.5,80.6,2.24,19.4,2.69,50.1,44.5,11.1,49.6,43.5,12.3,36.5,34.8,4.7,0,0,-,-,-,-,-,-,-,-,-,-,90.1,90.1,0,152,19.1,0,100,2134,40114,91.9,39747,5.2,22083,0,-,0,-,0,-,0,-,2.9,110778,3,"2,500-",33.5,11.1,9.6,9.7
3775,12107951200,5365,662,4397,168,21,23,0,3,91,4286,371,3713,116,18,16,0,1,51,3135,2278,857,48.4,49.8,47.9,50.2,48.8,2.35,2.84,6,16.9,81.6,2.29,18.4,2.62,44.5,39.4,11.3,43.7,39.1,10.5,84,71.7,14.6,-,-,-,0,0,-,-,-,-,0,0,-,59.9,47.1,21.4,342,65.2,65.2,0,2505,27960,92.3,29191,2.3,14808,0,-,0.8,"2,500-",0,-,1.7,"2,500-",2.9,9875,7.1,15083,37.1,18.3,10.8,0
3776,12107951300,3749,356,3017,294,9,29,0,3,41,3063,214,2592,210,9,20,0,0,18,2601,1606,995,51.1,49.5,50.7,50.5,51.5,2.32,2.77,4.8,14.3,81.3,2.31,18.7,2.4,47,42.7,8.9,47,42.3,10,35.5,32.6,0,72.5,72.5,0,-,-,-,-,-,-,65.1,65.1,0,0,0,-,277,76.5,76.5,0,1398,38900,87.6,40921,3.4,14000,2.1,53092,0,-,0,-,5.4,19643,1.5,7386,10.9,26544,31,37.1,17,9.5
3777,12107951401,3342,865,1444,900,12,56,13,3,49,2490,489,1254,651,11,52,9,2,22,1772,1288,484,40.8,47.6,39.8,52.4,42.3,2.52,3.22,4.2,21.5,67,2.48,33,2.6,31.8,29.2,8.1,31.2,29.8,4.3,38.2,31.1,18.5,38.1,38.1,0,-,-,-,-,-,-,22.6,22.6,0,15.6,15.6,0,798,34.3,34.3,0,1234,30192,64.2,34196,26.4,25625,0.2,-,0,-,0,-,8.1,26157,1.1,40625,17.1,26736,26,29.1,29.4,10.7
3778,12107951402,3928,1435,2293,116,10,39,2,3,30,2984,782,2052,85,10,35,2,2,16,2206,1519,687,44.3,51.7,43.8,48.3,45.0,2.59,3.19,5.8,11.8,84.3,2.45,15.7,3.31,51.4,46.6,9.4,48.3,42.7,11.7,38.8,38.8,0,0,0,-,77.1,77.1,0,-,-,-,68.2,65.2,4.5,100,100,0,746,75.6,67.4,10.8,1282,27249,85.6,31286,3.3,7386,1,-,1.5,45341,0,-,8.2,23927,0.4,-,22.7,26115,50.8,31.8,16.8,0
3779,12107980000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,(X),0.0,(X),0.0,0.0,0.0,(X),(X),(X),0.0,(X),0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3780,12109020200,2455,108,2218,55,8,34,1,5,26,2197,91,2002,51,8,26,1,1,17,1521,1232,289,50.1,47.8,49.0,52.2,51.2,1.93,2.51,3.9,9.6,58,1.98,42,1.86,66.3,61.2,7.7,67.2,61.8,8,14.9,14.9,0,-,-,-,86.3,86.3,0,0,0,-,-,-,-,-,-,-,87,100,100,0,1117,39612,97,39957,0.4,-,0,-,2.6,31726,0,-,0,-,0,-,4.3,30417,0,12.3,15.8,5.5
3781,12109020300,3518,221,2322,888,6,12,0,3,66,2780,154,1958,620,5,11,0,1,31,1834,1505,329,39.4,47.2,38.3,52.8,40.3,2.32,2.92,5,17.1,59.5,2.24,40.5,2.44,61.6,55.1,10.5,64,56.4,11.8,54.6,52.1,4.5,-,-,-,-,-,-,-,-,-,56.5,32.6,42.3,100,100,0,62,67.7,50,26.2,1669,27178,76.8,27140,21.9,27632,0,-,0,-,0,-,0.7,-,0.7,-,1.4,15192,34.9,21.7,0,9.9
3782,12109020400,3088,185,2247,549,15,18,0,8,66,2844,169,2128,455,15,16,0,7,54,1295,1060,235,22.9,46.8,24.7,53.2,21.9,1.96,2.66,6.1,8.8,40.5,2.07,59.5,1.89,68.6,64.5,6.1,71.1,66,7.2,52.6,52.6,0,-,-,-,50,50,0,-,-,-,72.2,72.2,0,100,100,0,164,79.9,79.9,0,1048,26837,78.4,31481,19.1,14022,0,-,0,-,0,-,0,-,2.5,-,6,13565,39.5,9.4,8.8,12.3
3783,12109020500,3787,152,3499,32,13,49,9,3,30,3241,121,3019,26,9,38,9,2,17,2067,1737,330,50.2,48.4,47.3,51.6,53.1,2.08,2.66,4.4,10.1,66.4,2.16,33.6,1.92,54.6,48.8,10.7,53.7,48.5,9.7,0,0,-,-,-,-,-,-,-,-,-,-,100,100,0,100,63.8,36.3,100,50,50,0,1610,49297,95,53469,0,-,0,-,0,-,0,-,0.8,-,4.2,45433,3.9,61771,29,21.4,22.4,13.8
3784,12109020601,4861,172,4537,17,17,69,5,6,38,4168,131,3929,14,12,53,4,3,22,3056,2214,842,53.5,49.3,53.1,50.7,53.9,2.2,2.57,2.4,12.6,82.8,2.22,17.2,2.08,59.4,57.3,3,59.2,57.1,3.1,100,100,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,0,0,-,2192,76346,99.5,75385,0.5,"250,000+",0,-,0,-,0,-,0,-,0,-,0,-,18.3,18.3,6.7,0.6
3785,12109020602,10207,635,8703,315,19,273,13,16,233,7358,392,6398,210,15,204,7,10,122,4300,3721,579,38.9,49.1,38.8,50.9,39.0,2.74,3.11,6.6,6.9,77.7,2.75,22.3,2.72,72.5,67.6,6.8,73.4,68.4,6.8,40.6,27.5,32.1,-,-,-,66.2,66.2,0,-,-,-,46.2,46.2,0,53.4,53.4,0,351,67,58.1,13.2,3224,62437,95.9,63519,0.7,52054,0,-,2.3,28750,0,-,0.4,-,0.7,92614,5.8,42407,14,6.9,4.2,1.8
3786,12109020704,3247,114,3031,30,2,47,2,3,18,2646,82,2497,22,2,32,2,1,8,1449,1367,82,53.2,47.8,54.1,52.2,52.6,2.38,2.69,2.7,3,90.7,2.36,9.3,2.52,50.1,47.3,3.5,51.1,48.1,3.7,0,0,-,-,-,-,47.9,47.9,0,100,100,0,-,-,-,0,0,-,66,0,0,-,1408,128977,96.4,130727,1.3,-,0,-,2.2,84922,0,-,0,-,0,-,4,117045,0,7.5,0,0
3787,12109020705,5862,198,5456,48,7,89,0,14,50,4844,140,4560,39,7,63,0,4,31,3175,2776,399,50.5,46.4,49.2,53.6,51.5,2.1,2.7,3.5,13.4,74.1,2.19,25.9,1.84,57.7,52.2,7.4,56.2,51.5,6,100,64.6,35.4,100,100,0,75.7,75.7,0,-,-,-,-,-,-,33.3,33.3,0,161,49.7,49.7,0,2760,63147,94.8,62125,3,79495,0,-,0.4,-,0,-,0,-,1.8,33661,2.7,104118,42.9,6.2,6.9,4.8
3788,12109020706,2996,103,2715,31,3,88,2,4,50,1937,66,1773,18,2,63,2,2,11,960,920,40,39.9,50.3,39.0,49.7,40.8,3.26,3.46,1.6,3.4,94.1,3.26,5.9,3.17,68.1,62.7,5.2,67,64,4.4,-,-,-,-,-,-,68.7,61.9,10,-,-,-,-,-,-,100,22.6,0,25,44,44,0,883,138625,81.2,142548,0,-,0,-,12.8,161063,0,-,0,-,6,76616,1.2,"250,000+",0,0,14.8,0
3789,12109020707,5160,272,4599,98,7,91,4,5,84,4271,201,3840,85,6,69,4,5,61,2812,2542,270,39.8,46.4,36.8,53.6,41.9,2.03,2.73,3.2,9.3,52.8,2.11,47.2,1.94,65.7,60.5,6,66.8,62.1,4.9,53.4,16.5,69.1,100,100,0,21.3,21.3,0,-,-,-,37.1,37.1,0,100,100,0,165,50.9,50.9,0,2307,56605,91,58815,2.9,"2,500-",1.6,-,2.2,56875,0,-,1,-,1.2,-,3.8,50296,17.9,11.5,3.5,0
3790,12109020708,2900,70,2718,34,0,36,0,8,34,2183,52,2064,22,0,28,0,2,15,1111,1046,65,48.6,49.4,49.5,50.6,47.9,2.77,2.99,2.2,2.2,91.7,2.78,8.3,2.64,62.7,58.4,6.8,62.1,57.7,7.1,-,-,-,-,-,-,100,100,0,-,-,-,0,0,-,100,100,0,222,14.4,14.4,0,1031,161058,98.3,172875,0,-,0,-,0,-,0,-,0,-,1.7,-,3.1,-,0,24.4,11.6,2.5
